user_id,conversion_date,week,phase,city,device_type,previous_plan,last_touch_channel,days_to_convert,premiere_monthly_brl
USR001272,2024-04-05,2,Full flight wk1,SP,mobile,basic,Digital Video (Meta Ads),9,34.9
USR001273,2024-04-05,2,Full flight wk1,SP,tablet,basic,Digital Video (YouTube Ads),6,34.9
USR001274,2024-04-01,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),10,34.9
USR001275,2024-04-07,2,Full flight wk1,SP,mobile,basic,Digital Video (Meta Ads),7,34.9
USR001276,2024-04-02,2,Full flight wk1,SP,desktop,basic,Digital Video (YouTube Ads),6,34.9
USR001277,2024-04-06,2,Full flight wk1,SP,desktop,ad-supported,Digital Video (Google Ads),10,34.9
USR001278,2024-04-03,2,Full flight wk1,SP,mobile,free,Digital Video (YouTube Ads),14,34.9
USR001279,2024-04-04,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),6,34.9
USR001280,2024-04-01,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),8,34.9
USR001281,2024-04-01,2,Full flight wk1,SP,tablet,basic,Digital Video (Meta Ads),5,34.9
USR001282,2024-04-06,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),12,34.9
USR001283,2024-04-04,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (TikTok Ads),9,34.9
USR001284,2024-04-03,2,Full flight wk1,SP,tablet,basic,Digital Video (YouTube Ads),3,34.9
USR001285,2024-04-02,2,Full flight wk1,SP,mobile,free,Digital Video (Meta Ads),5,34.9
USR001286,2024-04-07,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (Meta Ads),9,34.9
USR001287,2024-04-02,2,Full flight wk1,SP,tablet,basic,Digital Video (TikTok Ads),9,34.9
USR001288,2024-04-06,2,Full flight wk1,SP,mobile,basic,Digital Video (Meta Ads),14,34.9
USR001289,2024-04-06,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),2,34.9
USR001290,2024-04-03,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (Meta Ads),5,34.9
USR001291,2024-04-01,2,Full flight wk1,SP,mobile,basic,Digital Video (Google Ads),10,34.9
USR001292,2024-04-04,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),11,34.9
USR001293,2024-04-05,2,Full flight wk1,SP,desktop,basic,Digital Video (Google Ads),5,34.9
USR001294,2024-04-02,2,Full flight wk1,SP,mobile,basic,Digital Video (YouTube Ads),9,34.9
USR001295,2024-04-01,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),12,34.9
USR001296,2024-04-05,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (Google Ads),7,34.9
USR001297,2024-04-06,2,Full flight wk1,SP,tablet,basic,Digital Video (YouTube Ads),6,34.9
USR001298,2024-04-03,2,Full flight wk1,SP,tablet,free,Digital Video (Google Ads),5,34.9
USR001299,2024-04-04,2,Full flight wk1,SP,tablet,basic,Digital Video (Google Ads),8,34.9
USR001300,2024-04-06,2,Full flight wk1,SP,mobile,basic,Digital Video (YouTube Ads),9,34.9
USR001301,2024-04-01,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),12,34.9
USR001302,2024-04-02,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (TikTok Ads),1,34.9
USR001303,2024-04-01,2,Full flight wk1,SP,desktop,free,Digital Video (Meta Ads),2,34.9
USR001304,2024-04-04,2,Full flight wk1,SP,mobile,basic,Digital Video (Meta Ads),8,34.9
USR001305,2024-04-07,2,Full flight wk1,SP,mobile,free,Digital Video (Meta Ads),6,34.9
USR001306,2024-04-07,2,Full flight wk1,SP,desktop,free,Digital Video (TikTok Ads),7,34.9
USR001307,2024-04-01,2,Full flight wk1,SP,tablet,basic,Digital Video (TikTok Ads),9,34.9
USR001308,2024-04-04,2,Full flight wk1,SP,desktop,ad-supported,Digital Video (Meta Ads),1,34.9
USR001309,2024-04-04,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),12,34.9
USR001310,2024-04-05,2,Full flight wk1,SP,mobile,free,Digital Video (YouTube Ads),6,34.9
USR001311,2024-04-07,2,Full flight wk1,SP,desktop,basic,Digital Video (Google Ads),6,34.9
USR001312,2024-04-05,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),5,34.9
USR001313,2024-04-02,2,Full flight wk1,SP,mobile,free,Digital Video (YouTube Ads),8,34.9
USR001314,2024-04-06,2,Full flight wk1,SP,tablet,free,Digital Video (Google Ads),14,34.9
USR001315,2024-04-07,2,Full flight wk1,SP,mobile,free,Digital Video (YouTube Ads),1,34.9
USR001316,2024-04-02,2,Full flight wk1,SP,mobile,basic,Digital Video (YouTube Ads),2,34.9
USR001317,2024-04-07,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),12,34.9
USR001318,2024-04-06,2,Full flight wk1,SP,tablet,basic,Digital Video (Meta Ads),7,34.9
USR001319,2024-04-06,2,Full flight wk1,SP,tablet,free,Digital Video (TikTok Ads),10,34.9
USR001320,2024-04-05,2,Full flight wk1,SP,mobile,free,Digital Video (YouTube Ads),7,34.9
USR001321,2024-04-01,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (YouTube Ads),9,34.9
USR001322,2024-04-01,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (YouTube Ads),7,34.9
USR001323,2024-04-04,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (Google Ads),1,34.9
USR001324,2024-04-06,2,Full flight wk1,SP,mobile,basic,Digital Video (TikTok Ads),9,34.9
USR001325,2024-04-05,2,Full flight wk1,SP,tablet,basic,Digital Video (YouTube Ads),12,34.9
USR001326,2024-04-06,2,Full flight wk1,SP,desktop,basic,Digital Video (TikTok Ads),10,34.9
USR001327,2024-04-02,2,Full flight wk1,SP,desktop,basic,Digital Video (YouTube Ads),2,34.9
USR001328,2024-04-01,2,Full flight wk1,SP,mobile,free,Digital Video (YouTube Ads),1,34.9
USR001329,2024-04-05,2,Full flight wk1,SP,mobile,free,Digital Video (Meta Ads),11,34.9
USR001330,2024-04-04,2,Full flight wk1,SP,tablet,basic,organic,9,34.9
USR001331,2024-04-02,2,Full flight wk1,SP,mobile,basic,Digital Video (YouTube Ads),6,34.9
USR001332,2024-04-07,2,Full flight wk1,SP,tablet,free,Digital Video (YouTube Ads),12,34.9
USR001333,2024-04-06,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (Meta Ads),1,34.9
USR001334,2024-04-05,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (Meta Ads),11,34.9
USR001335,2024-04-07,2,Full flight wk1,SP,tablet,free,Digital Video (Meta Ads),5,34.9
USR001336,2024-04-01,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (Meta Ads),4,34.9
USR001337,2024-04-06,2,Full flight wk1,SP,desktop,free,Digital Video (Meta Ads),9,34.9
USR001338,2024-04-06,2,Full flight wk1,SP,mobile,basic,Digital Video (TikTok Ads),6,34.9
USR001339,2024-04-06,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),11,34.9
USR001340,2024-04-07,2,Full flight wk1,SP,tablet,free,organic,10,34.9
USR001341,2024-04-06,2,Full flight wk1,SP,mobile,free,Digital Video (YouTube Ads),5,34.9
USR001342,2024-04-03,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (Google Ads),12,34.9
USR001343,2024-04-04,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),1,34.9
USR001344,2024-04-03,2,Full flight wk1,SP,mobile,basic,Digital Video (TikTok Ads),12,34.9
USR001345,2024-04-05,2,Full flight wk1,SP,tablet,free,Digital Video (TikTok Ads),10,34.9
USR001346,2024-04-03,2,Full flight wk1,SP,tablet,free,Digital Video (TikTok Ads),9,34.9
USR001347,2024-04-04,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),12,34.9
USR001348,2024-04-05,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),7,34.9
USR001349,2024-04-01,2,Full flight wk1,SP,mobile,basic,Digital Video (YouTube Ads),9,34.9
USR001350,2024-04-03,2,Full flight wk1,SP,desktop,free,Digital Video (TikTok Ads),8,34.9
USR001351,2024-04-02,2,Full flight wk1,SP,desktop,free,Digital Video (YouTube Ads),5,34.9
USR001352,2024-04-06,2,Full flight wk1,SP,desktop,basic,organic,12,34.9
USR001353,2024-04-03,2,Full flight wk1,SP,tablet,basic,Digital Video (TikTok Ads),6,34.9
USR001354,2024-04-02,2,Full flight wk1,SP,tablet,free,Digital Video (TikTok Ads),13,34.9
USR001355,2024-04-03,2,Full flight wk1,SP,desktop,ad-supported,Digital Video (Google Ads),8,34.9
USR001356,2024-04-01,2,Full flight wk1,SP,tablet,free,Digital Video (Meta Ads),4,34.9
USR001357,2024-04-01,2,Full flight wk1,SP,mobile,basic,Digital Video (TikTok Ads),14,34.9
USR001358,2024-04-05,2,Full flight wk1,SP,desktop,free,Digital Video (Google Ads),14,34.9
USR001359,2024-04-02,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),6,34.9
USR001360,2024-04-01,2,Full flight wk1,SP,mobile,free,Digital Video (YouTube Ads),6,34.9
USR001361,2024-04-01,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (YouTube Ads),14,34.9
USR001362,2024-04-01,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),2,34.9
USR001363,2024-04-01,2,Full flight wk1,SP,desktop,free,Digital Video (YouTube Ads),13,34.9
USR001364,2024-04-02,2,Full flight wk1,SP,desktop,basic,Digital Video (TikTok Ads),9,34.9
USR001365,2024-04-01,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (TikTok Ads),3,34.9
USR001366,2024-04-07,2,Full flight wk1,SP,tablet,basic,Digital Video (Google Ads),6,34.9
USR001367,2024-04-01,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (TikTok Ads),1,34.9
USR001368,2024-04-01,2,Full flight wk1,SP,tablet,basic,Digital Video (Google Ads),1,34.9
USR001369,2024-04-01,2,Full flight wk1,SP,desktop,basic,Digital Video (TikTok Ads),8,34.9
USR001370,2024-04-01,2,Full flight wk1,SP,tablet,free,Digital Video (Meta Ads),11,34.9
USR001371,2024-04-02,2,Full flight wk1,SP,mobile,basic,Digital Video (YouTube Ads),5,34.9
USR001372,2024-04-02,2,Full flight wk1,SP,mobile,free,Digital Video (Meta Ads),10,34.9
USR001373,2024-04-01,2,Full flight wk1,SP,mobile,free,Digital Video (Meta Ads),8,34.9
USR001374,2024-04-05,2,Full flight wk1,SP,tablet,basic,Digital Video (Meta Ads),0,34.9
USR001375,2024-04-04,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),6,34.9
USR001376,2024-04-03,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (YouTube Ads),12,34.9
USR001377,2024-04-01,2,Full flight wk1,SP,mobile,basic,Digital Video (YouTube Ads),11,34.9
USR001378,2024-04-07,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (YouTube Ads),8,34.9
USR001379,2024-04-03,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),7,34.9
USR001380,2024-04-06,2,Full flight wk1,SP,mobile,free,Digital Video (YouTube Ads),1,34.9
USR001381,2024-04-06,2,Full flight wk1,SP,desktop,free,Digital Video (TikTok Ads),4,34.9
USR001382,2024-04-02,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),5,34.9
USR001383,2024-04-03,2,Full flight wk1,SP,tablet,basic,Digital Video (Meta Ads),4,34.9
USR001384,2024-04-01,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (TikTok Ads),5,34.9
USR001385,2024-04-07,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (TikTok Ads),1,34.9
USR001386,2024-04-07,2,Full flight wk1,SP,desktop,free,Digital Video (YouTube Ads),7,34.9
USR001387,2024-04-04,2,Full flight wk1,SP,mobile,basic,Digital Video (YouTube Ads),11,34.9
USR001388,2024-04-04,2,Full flight wk1,SP,tablet,ad-supported,Digital Video (YouTube Ads),12,34.9
USR001389,2024-04-01,2,Full flight wk1,SP,mobile,basic,Digital Video (TikTok Ads),9,34.9
USR001390,2024-04-07,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (Google Ads),1,34.9
USR001391,2024-04-01,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (YouTube Ads),7,34.9
USR001392,2024-04-05,2,Full flight wk1,SP,mobile,free,Digital Video (Meta Ads),7,34.9
USR001393,2024-04-03,2,Full flight wk1,SP,mobile,basic,Digital Video (YouTube Ads),6,34.9
USR001394,2024-04-03,2,Full flight wk1,SP,mobile,free,Digital Video (Meta Ads),10,34.9
USR001395,2024-04-06,2,Full flight wk1,SP,tablet,free,Digital Video (YouTube Ads),10,34.9
USR001396,2024-04-02,2,Full flight wk1,SP,mobile,basic,organic,10,34.9
USR001397,2024-04-07,2,Full flight wk1,SP,mobile,free,Digital Video (YouTube Ads),3,34.9
USR001398,2024-04-07,2,Full flight wk1,SP,mobile,basic,Digital Video (Meta Ads),9,34.9
USR001399,2024-04-01,2,Full flight wk1,SP,desktop,ad-supported,Digital Video (Meta Ads),5,34.9
USR001400,2024-04-04,2,Full flight wk1,SP,tablet,free,Digital Video (TikTok Ads),8,34.9
USR001401,2024-04-03,2,Full flight wk1,SP,mobile,free,Digital Video (YouTube Ads),1,34.9
USR001402,2024-04-01,2,Full flight wk1,SP,desktop,basic,Digital Video (TikTok Ads),6,34.9
USR001403,2024-04-05,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),7,34.9
USR001404,2024-04-02,2,Full flight wk1,SP,mobile,free,organic,14,34.9
USR001405,2024-04-04,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),7,34.9
USR001406,2024-04-02,2,Full flight wk1,SP,desktop,free,Digital Video (TikTok Ads),12,34.9
USR001407,2024-04-06,2,Full flight wk1,SP,mobile,free,organic,5,34.9
USR001408,2024-04-06,2,Full flight wk1,SP,tablet,ad-supported,Digital Video (Google Ads),14,34.9
USR001409,2024-04-03,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (TikTok Ads),8,34.9
USR001410,2024-04-02,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),3,34.9
USR001411,2024-04-07,2,Full flight wk1,SP,mobile,basic,Digital Video (Meta Ads),9,34.9
USR001412,2024-04-03,2,Full flight wk1,SP,tablet,free,Digital Video (YouTube Ads),9,34.9
USR001413,2024-04-01,2,Full flight wk1,SP,desktop,free,Digital Video (Google Ads),11,34.9
USR001414,2024-04-04,2,Full flight wk1,SP,desktop,basic,Digital Video (Meta Ads),1,34.9
USR001415,2024-04-02,2,Full flight wk1,SP,mobile,basic,organic,7,34.9
USR001416,2024-04-06,2,Full flight wk1,SP,mobile,basic,Digital Video (Meta Ads),10,34.9
USR001417,2024-04-05,2,Full flight wk1,SP,mobile,basic,Digital Video (Google Ads),8,34.9
USR001418,2024-04-07,2,Full flight wk1,SP,mobile,basic,Digital Video (Google Ads),2,34.9
USR001419,2024-04-03,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),3,34.9
USR001420,2024-04-03,2,Full flight wk1,SP,tablet,ad-supported,organic,13,34.9
USR001421,2024-04-01,2,Full flight wk1,SP,tablet,ad-supported,Digital Video (YouTube Ads),2,34.9
USR001422,2024-04-06,2,Full flight wk1,SP,tablet,free,Digital Video (YouTube Ads),8,34.9
USR001423,2024-04-06,2,Full flight wk1,SP,tablet,free,Digital Video (Google Ads),2,34.9
USR001424,2024-04-06,2,Full flight wk1,SP,tablet,ad-supported,Digital Video (Meta Ads),13,34.9
USR001425,2024-04-05,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),0,34.9
USR001426,2024-04-06,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),3,34.9
USR001427,2024-04-07,2,Full flight wk1,SP,tablet,free,Digital Video (Meta Ads),0,34.9
USR001428,2024-04-04,2,Full flight wk1,SP,tablet,ad-supported,Digital Video (TikTok Ads),10,34.9
USR001429,2024-04-03,2,Full flight wk1,SP,desktop,ad-supported,Digital Video (Meta Ads),7,34.9
USR001430,2024-04-01,2,Full flight wk1,SP,mobile,basic,Digital Video (Meta Ads),6,34.9
USR001431,2024-04-04,2,Full flight wk1,SP,mobile,basic,Digital Video (YouTube Ads),2,34.9
USR001432,2024-04-03,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),13,34.9
USR001433,2024-04-03,2,Full flight wk1,SP,mobile,ad-supported,organic,8,34.9
USR001434,2024-04-05,2,Full flight wk1,SP,mobile,basic,Digital Video (Google Ads),1,34.9
USR001435,2024-04-03,2,Full flight wk1,SP,mobile,free,Digital Video (YouTube Ads),0,34.9
USR001436,2024-04-03,2,Full flight wk1,SP,tablet,basic,organic,3,34.9
USR001437,2024-04-07,2,Full flight wk1,SP,mobile,basic,Digital Video (TikTok Ads),11,34.9
USR001438,2024-04-03,2,Full flight wk1,SP,mobile,basic,Digital Video (Google Ads),8,34.9
USR001439,2024-04-04,2,Full flight wk1,SP,mobile,basic,Digital Video (Meta Ads),0,34.9
USR001440,2024-04-01,2,Full flight wk1,SP,tablet,basic,organic,3,34.9
USR001441,2024-04-02,2,Full flight wk1,SP,mobile,free,Digital Video (Meta Ads),4,34.9
USR001442,2024-04-04,2,Full flight wk1,SP,desktop,ad-supported,Digital Video (Meta Ads),8,34.9
USR001443,2024-04-01,2,Full flight wk1,SP,desktop,free,Digital Video (TikTok Ads),14,34.9
USR001444,2024-04-03,2,Full flight wk1,SP,desktop,ad-supported,Digital Video (TikTok Ads),0,34.9
USR001445,2024-04-04,2,Full flight wk1,SP,tablet,free,Digital Video (Google Ads),5,34.9
USR001446,2024-04-05,2,Full flight wk1,SP,desktop,basic,Digital Video (YouTube Ads),7,34.9
USR001447,2024-04-07,2,Full flight wk1,SP,tablet,free,Digital Video (Meta Ads),9,34.9
USR001448,2024-04-01,2,Full flight wk1,SP,mobile,basic,Digital Video (Google Ads),5,34.9
USR001449,2024-04-07,2,Full flight wk1,SP,tablet,ad-supported,organic,12,34.9
USR001450,2024-04-02,2,Full flight wk1,SP,tablet,basic,Digital Video (Google Ads),8,34.9
USR001451,2024-04-01,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),5,34.9
USR001452,2024-04-07,2,Full flight wk1,SP,desktop,free,Digital Video (YouTube Ads),9,34.9
USR001453,2024-04-05,2,Full flight wk1,SP,tablet,ad-supported,Digital Video (Google Ads),2,34.9
USR001454,2024-04-04,2,Full flight wk1,SP,mobile,basic,organic,5,34.9
USR001455,2024-04-05,2,Full flight wk1,SP,tablet,basic,Digital Video (TikTok Ads),11,34.9
USR001456,2024-04-05,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (YouTube Ads),5,34.9
USR001457,2024-04-06,2,Full flight wk1,SP,desktop,basic,Digital Video (Google Ads),4,34.9
USR001458,2024-04-07,2,Full flight wk1,SP,mobile,basic,Digital Video (TikTok Ads),7,34.9
USR001459,2024-04-03,2,Full flight wk1,SP,tablet,basic,organic,3,34.9
USR001460,2024-04-06,2,Full flight wk1,SP,desktop,free,Digital Video (Google Ads),8,34.9
USR001461,2024-04-06,2,Full flight wk1,SP,desktop,free,Digital Video (TikTok Ads),13,34.9
USR001462,2024-04-06,2,Full flight wk1,SP,tablet,free,Digital Video (YouTube Ads),1,34.9
USR001463,2024-04-02,2,Full flight wk1,SP,mobile,basic,Digital Video (Google Ads),2,34.9
USR001464,2024-04-04,2,Full flight wk1,SP,desktop,basic,Digital Video (Meta Ads),12,34.9
USR001465,2024-04-05,2,Full flight wk1,SP,mobile,free,Digital Video (TikTok Ads),2,34.9
USR001466,2024-04-05,2,Full flight wk1,SP,mobile,free,Digital Video (Google Ads),7,34.9
USR001467,2024-04-05,2,Full flight wk1,SP,mobile,basic,Digital Video (YouTube Ads),14,34.9
USR001468,2024-04-05,2,Full flight wk1,SP,mobile,free,Digital Video (YouTube Ads),12,34.9
USR001469,2024-04-07,2,Full flight wk1,SP,mobile,basic,Digital Video (TikTok Ads),7,34.9
USR001470,2024-04-02,2,Full flight wk1,SP,mobile,basic,organic,4,34.9
USR001471,2024-04-02,2,Full flight wk1,SP,mobile,ad-supported,organic,11,34.9
USR001472,2024-04-02,2,Full flight wk1,SP,desktop,ad-supported,Digital Video (Meta Ads),7,34.9
USR001473,2024-04-03,2,Full flight wk1,SP,mobile,ad-supported,Digital Video (Meta Ads),1,34.9
USR001474,2024-04-05,2,Full flight wk1,SP,desktop,basic,Digital Video (Meta Ads),13,34.9
USR001475,2024-04-03,2,Full flight wk1,SP,mobile,ad-supported,organic,0,34.9
USR001476,2024-04-03,2,Full flight wk1,SP,mobile,ad-supported,organic,14,34.9
USR001477,2024-04-04,2,Full flight wk1,SP,desktop,free,Digital Video (Meta Ads),3,34.9
USR001478,2024-04-07,2,Full flight wk1,SP,tablet,free,Digital Video (Meta Ads),4,34.9
USR001479,2024-04-09,3,Full flight wk2,SP,tablet,free,Digital Video (Google Ads),3,34.9
USR001480,2024-04-08,3,Full flight wk2,SP,tablet,free,Digital Video (Meta Ads),10,34.9
USR001481,2024-04-09,3,Full flight wk2,SP,desktop,ad-supported,Digital Video (Google Ads),11,34.9
USR001482,2024-04-11,3,Full flight wk2,SP,mobile,free,Digital Video (Google Ads),8,34.9
USR001483,2024-04-09,3,Full flight wk2,SP,desktop,basic,Digital Video (YouTube Ads),10,34.9
USR001484,2024-04-09,3,Full flight wk2,SP,mobile,ad-supported,Digital Video (TikTok Ads),4,34.9
USR001485,2024-04-13,3,Full flight wk2,SP,mobile,free,Digital Video (Google Ads),9,34.9
USR001486,2024-04-09,3,Full flight wk2,SP,mobile,free,Digital Video (Meta Ads),6,34.9
USR001487,2024-04-14,3,Full flight wk2,SP,mobile,basic,Digital Video (Google Ads),12,34.9
USR001488,2024-04-11,3,Full flight wk2,SP,mobile,free,Digital Video (Google Ads),0,34.9
USR001489,2024-04-10,3,Full flight wk2,SP,mobile,ad-supported,Digital Video (Meta Ads),4,34.9
USR001490,2024-04-11,3,Full flight wk2,SP,tablet,basic,organic,7,34.9
USR001491,2024-04-09,3,Full flight wk2,SP,desktop,ad-supported,Digital Video (TikTok Ads),3,34.9
USR001492,2024-04-14,3,Full flight wk2,SP,mobile,free,Digital Video (Google Ads),7,34.9
USR001493,2024-04-13,3,Full flight wk2,SP,mobile,free,Digital Video (YouTube Ads),11,34.9
USR001494,2024-04-10,3,Full flight wk2,SP,tablet,free,Digital Video (TikTok Ads),12,34.9
USR001495,2024-04-09,3,Full flight wk2,SP,desktop,basic,Digital Video (Google Ads),8,34.9
USR001496,2024-04-10,3,Full flight wk2,SP,mobile,free,Digital Video (Google Ads),2,34.9
USR001497,2024-04-11,3,Full flight wk2,SP,mobile,free,Digital Video (YouTube Ads),4,34.9
USR001498,2024-04-11,3,Full flight wk2,SP,mobile,ad-supported,Digital Video (Google Ads),4,34.9
USR001499,2024-04-12,3,Full flight wk2,SP,mobile,ad-supported,Digital Video (TikTok Ads),10,34.9
USR001500,2024-04-10,3,Full flight wk2,SP,mobile,free,Digital Video (Meta Ads),1,34.9
USR001501,2024-04-11,3,Full flight wk2,SP,desktop,free,Digital Video (YouTube Ads),8,34.9
USR001502,2024-04-13,3,Full flight wk2,SP,mobile,free,Digital Video (TikTok Ads),14,34.9
USR001503,2024-04-10,3,Full flight wk2,SP,mobile,free,Digital Video (YouTube Ads),2,34.9
USR001504,2024-04-11,3,Full flight wk2,SP,tablet,ad-supported,Digital Video (Google Ads),6,34.9
USR001505,2024-04-13,3,Full flight wk2,SP,desktop,basic,Digital Video (Meta Ads),12,34.9
USR001506,2024-04-13,3,Full flight wk2,SP,mobile,free,Digital Video (TikTok Ads),12,34.9
USR001507,2024-04-12,3,Full flight wk2,SP,mobile,basic,Digital Video (TikTok Ads),7,34.9
USR001508,2024-04-12,3,Full flight wk2,SP,mobile,basic,Digital Video (Meta Ads),1,34.9
USR001509,2024-04-08,3,Full flight wk2,SP,tablet,free,Digital Video (TikTok Ads),9,34.9
USR001510,2024-04-12,3,Full flight wk2,SP,mobile,basic,Digital Video (Google Ads),7,34.9
USR001511,2024-04-08,3,Full flight wk2,SP,tablet,basic,Digital Video (Meta Ads),1,34.9
USR001512,2024-04-12,3,Full flight wk2,SP,mobile,basic,Digital Video (YouTube Ads),2,34.9
USR001513,2024-04-12,3,Full flight wk2,SP,tablet,free,Digital Video (YouTube Ads),8,34.9
USR001514,2024-04-11,3,Full flight wk2,SP,mobile,free,Digital Video (Meta Ads),0,34.9
USR001515,2024-04-11,3,Full flight wk2,SP,mobile,free,Digital Video (YouTube Ads),3,34.9
USR001516,2024-04-12,3,Full flight wk2,SP,desktop,ad-supported,Digital Video (Google Ads),11,34.9
USR001517,2024-04-08,3,Full flight wk2,SP,mobile,free,Digital Video (Meta Ads),14,34.9
USR001518,2024-04-11,3,Full flight wk2,SP,desktop,free,Digital Video (Google Ads),12,34.9
USR001519,2024-04-09,3,Full flight wk2,SP,desktop,ad-supported,Digital Video (TikTok Ads),14,34.9
USR001520,2024-04-11,3,Full flight wk2,SP,desktop,basic,Digital Video (YouTube Ads),1,34.9
USR001521,2024-04-13,3,Full flight wk2,SP,tablet,free,organic,10,34.9
USR001522,2024-04-14,3,Full flight wk2,SP,mobile,basic,Digital Video (YouTube Ads),6,34.9
USR001523,2024-04-12,3,Full flight wk2,SP,mobile,free,Digital Video (Google Ads),12,34.9
USR001524,2024-04-08,3,Full flight wk2,SP,desktop,free,organic,11,34.9
USR001525,2024-04-12,3,Full flight wk2,SP,desktop,free,Digital Video (YouTube Ads),3,34.9
USR001526,2024-04-11,3,Full flight wk2,SP,mobile,free,Digital Video (YouTube Ads),14,34.9
USR001527,2024-04-13,3,Full flight wk2,SP,mobile,free,Digital Video (TikTok Ads),6,34.9
USR001528,2024-04-12,3,Full flight wk2,SP,mobile,free,Digital Video (TikTok Ads),3,34.9
USR001529,2024-04-08,3,Full flight wk2,SP,mobile,basic,Digital Video (Google Ads),9,34.9
USR001530,2024-04-13,3,Full flight wk2,SP,mobile,free,Digital Video (Meta Ads),11,34.9
USR001531,2024-04-08,3,Full flight wk2,SP,mobile,basic,Digital Video (YouTube Ads),3,34.9
USR001532,2024-04-14,3,Full flight wk2,SP,mobile,free,Digital Video (TikTok Ads),8,34.9
USR001533,2024-04-10,3,Full flight wk2,SP,tablet,ad-supported,Digital Video (Google Ads),9,34.9
USR001534,2024-04-12,3,Full flight wk2,SP,mobile,free,Digital Video (TikTok Ads),4,34.9
USR001535,2024-04-09,3,Full flight wk2,SP,tablet,free,organic,6,34.9
USR001536,2024-04-10,3,Full flight wk2,SP,tablet,basic,Digital Video (YouTube Ads),14,34.9
USR001537,2024-04-13,3,Full flight wk2,SP,desktop,basic,Digital Video (TikTok Ads),7,34.9
USR001538,2024-04-08,3,Full flight wk2,SP,desktop,basic,organic,5,34.9
USR001539,2024-04-13,3,Full flight wk2,SP,mobile,ad-supported,Digital Video (YouTube Ads),6,34.9
USR001540,2024-04-09,3,Full flight wk2,SP,desktop,free,Digital Video (TikTok Ads),13,34.9
USR001541,2024-04-09,3,Full flight wk2,SP,mobile,basic,Digital Video (YouTube Ads),14,34.9
USR001542,2024-04-08,3,Full flight wk2,SP,desktop,basic,Digital Video (Meta Ads),8,34.9
USR001543,2024-04-09,3,Full flight wk2,SP,mobile,free,Digital Video (YouTube Ads),5,34.9
USR001544,2024-04-13,3,Full flight wk2,SP,desktop,ad-supported,Digital Video (Google Ads),1,34.9
USR001545,2024-04-12,3,Full flight wk2,SP,mobile,free,Digital Video (TikTok Ads),4,34.9
USR001546,2024-04-11,3,Full flight wk2,SP,tablet,free,Digital Video (Meta Ads),13,34.9
